"id";"category";"name";"type";"Марка :";"Классификация :";"Дополнение:";"Применение:";"Зарубежные аналоги:";"Заменитель:";
"http://splav-kharkov.com/mat_start.php?name_id=710";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"36Н       (    другое обозначение         36Н-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"для деталей приборов, требующих постоянства размеров в интервале климатических температур; ТКЛР*1000000  в диапазоне температур  от -60 до +100  ºC не более 1.5 [1/ºC]";"Известны"
"http://splav-kharkov.com/mat_start.php?name_id=708";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"33НК       (    другое обозначение         33НК-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"для спайки с мягким стеклом С72-4, для соединения с керамикой и слюдой; ТКЛР*1000000  в диапазоне температур  от -70 до +450  ºC не более 6 - 9  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=707";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"32НК-ВИ";"Сплав прецизионный с заданным ТКЛР";;"для соединения с мягким стеклом; для деталей с полированной поверхностью;  ТКЛР*1000000  в диапазоне температур  от -60 до +20 и от +20 до +100   ºC не более 1.5  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=711";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"36НХ";"Сплав прецизионный с заданным ТКЛР";;"для конструкций и трубопроводов, работающих при   низких температурах; ТКЛР*1000000  в диапазоне температур  от -258 до +20 и от +20 до +100   ºC не более 1.0-2.0  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=713";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"39Н";"Сплав прецизионный с заданным ТКЛР";;"для конструкций и трубопроводов, работающих при   низких температурах; ТКЛР*1000000  в диапазоне температур  от -258 до +20  ºC не более 4  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=715";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"42НА-ВИ";"Сплав прецизионный с заданным ТКЛР";;"в электровакуумной технике; ТКЛР*1000000 в диапазоне температур от -70 до +340 ºC не более 4.5-5.5 [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=712";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"38НКД       (    другое обозначение         38НКД-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"для вакуумных спаев со стеклами П-6, С72-4; ТКЛР*1000000  в диапазоне температур  от -60 до +400  ºC не более 7.0-7.8  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=709";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"35НКТ";"Сплав прецизионный с заданным ТКЛР";;"для деталей приборов, работающих при повышенных нагрузках; ТКЛР*1000000  в диапазоне температур  от +20 до +60  и -60 до +20  ºC не более 3.5  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=714";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"42Н       (    другое обозначение         42Н-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"в электровакуумной технике; ТКЛР*1000000  в диапазоне температур  от -70 до +340 ºC не более 4.5-5.5  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=716";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"47НХ";"Сплав прецизионный с заданным ТКЛР";;"для вакуумных спаев со стеклами 16Ш, С72-4; ТКЛР*1000000  в диапазоне температур  от -70 до +450  ºC не более 8 - 9  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=717";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"47Н3Х";"Сплав прецизионный с заданным ТКЛР";;"для вакуумных спаев со стеклами ЛЕНЗОС и т.д.; ТКЛР*1000000  в диапазоне температур  от -70 до +400  ºC не более 9.5-10.5  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=718";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"47НД       (    другое обозначение         47НД-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"для спайки с мягким стеклом , для соединения с керамикой и слюдой, для пружин герметических контактов ; ТКЛР*1000000  в диапазоне температур  от -70 до +440  ºC не более 9-11  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=720";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"48НХ";"Сплав прецизионный с заданным ТКЛР";;"для вакуумных спаев со стеклами 16Ш, С72-4; ТКЛР*1000000  в диапазоне температур  от -70 до +450  ºC не более 8.5 - 9.5  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=719";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"47НХР";"Сплав прецизионный с заданным ТКЛР";;"для спайки с мягким стеклом; ТКЛР*1000000  в диапазоне температур  от -70 до +330  ºC не более 8.5-11  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=722";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"58Н-ВИ";"Сплав прецизионный с заданным ТКЛР";;"для штриховых мер длины; ТКЛР*1000000  в диапазоне температур  от +20 до +100  ºC не более 11.2-11.8  [1/ºC]";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=721";"Сплав прецизионный";"Сплав прецизионный с заданным ТКЛР";"52Н       (    другое обозначение         52Н-ВИ     )";"Сплав прецизионный с заданным ТКЛР";;"для соединения с мягким стеклом; ТКЛР*1000000  в диапазоне температур  от -70 до +550  ºC не более 11-11.4  [1/ºC]; сплав с высокой проницаемостью и индукцией насыщения 1.5 Т";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=780";"Сплав прецизионный";"Сплав прецизионный, составляющие термобиметаллов";"19НХ";"Сплав прецизионный, составляющие термобиметаллов";;"сплав - составляющая термобиметаллов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=782";"Сплав прецизионный";"Сплав прецизионный, составляющие термобиметаллов";"24НХ";"Сплав прецизионный, составляющие термобиметаллов";;"составляющая термобиметаллов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=781";"Сплав прецизионный";"Сплав прецизионный, составляющие термобиметаллов";"20НГ";"Сплав прецизионный, составляющие термобиметаллов";;"составляющая термобиметаллов";"Нет данных"
"http://splav-kharkov.com/mat_start.php?name_id=784";"Сплав прецизионный";"Сплав прецизионный, составляющие термобиметаллов";"46Н";"Сплав прецизионный, составляющие термобиметаллов";;"составляющая термобиметаллов";"Нет данных"
